Year,Month_Num,Region,Model,Fuel_Type,Units_Sold,Revenue
2018,11,Latin America,i7,ICE,7397,1099164884.56
2018,11,Latin America,M3,ICE,6521,607367705.67
2018,11,Latin America,M5,ICE,5066,220925741.61
2018,11,Latin America,Z4,ICE,2347,157221000.24
2018,11,Latin America,2 Series,ICE,5224,425112686.59
2018,11,Latin America,4 Series,ICE,4188,422565083.27
2018,11,Latin America,1 Series,ICE,4510,219417308.82
2018,12,Europe,3 Series,ICE,5005,407384781.71
2018,12,Europe,5 Series,ICE,4248,193084292.58
2018,12,Europe,7 Series,Hybrid,5800,796703969.52
2018,12,Europe,X3,ICE,6163,889264446.61
2018,12,Europe,X5,ICE,1033,136455690.24
2018,12,Europe,X7,ICE,7029,628465514.11
2018,12,Europe,i4,Hybrid,6273,289845580.72
2018,12,Europe,iX,Hybrid,492,64174830.25
2018,12,Europe,i7,EV,2932,228688351.74
2018,12,Europe,M3,ICE,7056,360926088.56
2018,12,Europe,M5,Hybrid,6236,400621036.67
2018,12,Europe,Z4,ICE,1681,134787784.95
2018,12,Europe,2 Series,ICE,6260,462378361.64
2018,12,Europe,4 Series,Hybrid,992,130258148.37
2018,12,Europe,1 Series,ICE,7627,668122193.81
2018,12,North America,3 Series,ICE,4122,380729741.22
2018,12,North America,5 Series,ICE,911,77228379.45
2018,12,North America,7 Series,ICE,5057,706315594.34
2018,12,North America,X3,Hybrid,2054,102215060.74
2018,12,North America,X5,ICE,5591,402619274.42
2018,12,North America,X7,EV,4494,630641572.01
2018,12,North America,i4,Hybrid,2657,197757222.48
2018,12,North America,iX,ICE,6311,520441218.07
2018,12,North America,i7,Hybrid,6655,878150939.12
2018,12,North America,M3,ICE,3266,465678981.17
2018,12,North America,M5,Hybrid,1958,229387965.89
2018,12,North America,Z4,Hybrid,5345,623737934.02
2018,12,North America,2 Series,EV,1958,224868227.12
2018,12,North America,4 Series,ICE,1558,155273745.49
2018,12,North America,1 Series,ICE,6341,713603463.31
2018,12,China,3 Series,EV,4560,603924692.34
2018,12,China,5 Series,Hybrid,4217,332299962.9
2018,12,China,7 Series,ICE,876,106233638.78
2018,12,China,X3,ICE,3003,155673312.39
2018,12,China,X5,ICE,6499,790689812.86
2018,12,China,X7,ICE,7066,747953877.23
2018,12,China,i4,Hybrid,5660,681336449.78
2018,12,China,iX,ICE,2454,310764423.74
2018,12,China,i7,Hybrid,6480,917216481.28
2018,12,China,M3,ICE,7948,563951991.62
2018,12,China,M5,ICE,650,37930769.9
2018,12,China,Z4,EV,8386,1093937770.16
2018,12,China,2 Series,EV,6666,515216665.96
2018,12,China,4 Series,ICE,6752,838982424.65
2018,12,China,1 Series,EV,2864,424150186.65
2018,12,Asia Pacific,3 Series,ICE,2058,100277466.51
2018,12,Asia Pacific,5 Series,ICE,2833,141530025.18
2018,12,Asia Pacific,7 Series,ICE,2205,195424969.09
2018,12,Asia Pacific,X3,EV,741,53427918.0
2018,12,Asia Pacific,X5,ICE,5818,646480883.45
2018,12,Asia Pacific,X7,ICE,5269,228576024.81
2018,12,Asia Pacific,i4,Hybrid,4400,247037763.35
2018,12,Asia Pacific,iX,ICE,4164,405799363.06
2018,12,Asia Pacific,i7,ICE,3080,183369919.57
2018,12,Asia Pacific,M3,ICE,3241,467629149.22
2018,12,Asia Pacific,M5,Hybrid,5044,654328693.84
2018,12,Asia Pacific,Z4,EV,505,37769373.41
2018,12,Asia Pacific,2 Series,ICE,5957,634004375.12
2018,12,Asia Pacific,4 Series,EV,6795,535839089.91
2018,12,Asia Pacific,1 Series,Hybrid,1379,133938534.27
2018,12,Middle East & Africa,3 Series,ICE,8005,989472810.74
2018,12,Middle East & Africa,5 Series,ICE,4590,183797099.21
2018,12,Middle East & Africa,7 Series,EV,1965,87383012.62
2018,12,Middle East & Africa,X3,ICE,6912,247746936.37
2018,12,Middle East & Africa,X5,ICE,6223,370362717.24
2018,12,Middle East & Africa,X7,Hybrid,6472,626759706.41
2018,12,Middle East & Africa,i4,Hybrid,7115,778057504.58
2018,12,Middle East & Africa,iX,EV,6987,263630610.96
2018,12,Middle East & Africa,i7,Hybrid,709,29239747.16
2018,12,Middle East & Africa,M3,Hybrid,4417,571940641.0
2018,12,Middle East & Africa,M5,EV,3710,398732195.95
2018,12,Middle East & Africa,Z4,ICE,616,29940780.15
2018,12,Middle East & Africa,2 Series,ICE,6627,808066350.54
2018,12,Middle East & Africa,4 Series,ICE,6893,524802111.48
2018,12,Middle East & Africa,1 Series,ICE,3121,217394290.02
2018,12,Latin America,3 Series,ICE,7635,602115653.73
2018,12,Latin America,5 Series,Hybrid,746,71876199.46
2018,12,Latin America,7 Series,ICE,4032,535001061.68
2018,12,Latin America,X3,ICE,5086,574149589.83
2018,12,Latin America,X5,EV,7784,852450515.25
2018,12,Latin America,X7,EV,600,59299812.45
2018,12,Latin America,i4,ICE,552,44336306.37
2018,12,Latin America,iX,ICE,1126,136306925.02
2018,12,Latin America,i7,EV,3029,421476939.95
2018,12,Latin America,M3,EV,1496,90344362.25
2018,12,Latin America,M5,Hybrid,1849,207388388.18
2018,12,Latin America,Z4,ICE,1044,148480326.04
2018,12,Latin America,2 Series,EV,4463,193746085.94
2018,12,Latin America,4 Series,Hybrid,2245,265904006.51
2018,12,Latin America,1 Series,ICE,3072,344675297.48
2019,1,Europe,3 Series,ICE,3050,422466595.74
2019,1,Europe,5 Series,ICE,4142,459072600.76
2019,1,Europe,7 Series,Hybrid,1852,142449811.93
2019,1,Europe,X3,ICE,3769,267673248.49
2019,1,Europe,X5,Hybrid,7043,599741506.71
2019,1,Europe,X7,EV,1750,127977043.75
2019,1,Europe,i4,ICE,4138,290194863.77
2019,1,Europe,iX,Hybrid,2101,93341073.86
2019,1,Europe,i7,ICE,6775,656775778.14
2019,1,Europe,M3,ICE,8365,992540017.61
2019,1,Europe,M5,EV,7773,299939367.13
2019,1,Europe,Z4,Hybrid,4279,254461342.26
2019,1,Europe,2 Series,ICE,2773,415544421.37
2019,1,Europe,4 Series,ICE,6401,512958919.85
2019,1,Europe,1 Series,EV,5916,405038368.66
2019,1,North America,3 Series,ICE,4293,329893606.69
2019,1,North America,5 Series,ICE,2810,358983419.4
2019,1,North America,7 Series,Hybrid,2075,106120956.54
2019,1,North America,X3,ICE,6036,668985152.89
2019,1,North America,X5,EV,7243,1035786335.5
2019,1,North America,X7,ICE,6981,294800883.3
2019,1,North America,i4,ICE,926,87559598.12
2019,1,North America,iX,EV,3792,330980915.59
2019,1,North America,i7,ICE,5737,665088511.5
2019,1,North America,M3,ICE,7092,853306718.89
2019,1,North America,M5,Hybrid,4870,536540859.12
2019,1,North America,Z4,ICE,6785,298209632.72
2019,1,North America,2 Series,ICE,7589,619807694.64
2019,1,North America,4 Series,EV,3445,311574964.79
2019,1,North America,1 Series,Hybrid,5323,455586790.17
2019,1,China,3 Series,ICE,5106,302910728.38
2019,1,China,5 Series,ICE,3711,478532832.82
2019,1,China,7 Series,Hybrid,4415,520216804.4
2019,1,China,X3,ICE,4571,470543097.82
2019,1,China,X5,Hybrid,3466,138506899.03
2019,1,China,X7,Hybrid,1692,158970039.14
2019,1,China,i4,EV,1544,99896582.75
2019,1,China,iX,ICE,4087,407942028.12
2019,1,China,i7,ICE,7087,917411304.27
2019,1,China,M3,EV,2330,347564281.96
2019,1,China,M5,EV,1813,149097834.79
2019,1,China,Z4,ICE,5990,334940898.02
2019,1,China,2 Series,Hybrid,2506,285290517.5
2019,1,China,4 Series,EV,5747,353030081.02
2019,1,China,1 Series,ICE,1243,118223972.93
2019,1,Asia Pacific,3 Series,EV,6203,323793729.67
2019,1,Asia Pacific,5 Series,ICE,5103,530602727.62
2019,1,Asia Pacific,7 Series,EV,5051,245046167.51
2019,1,Asia Pacific,X3,ICE,1818,176378521.16
2019,1,Asia Pacific,X5,ICE,7487,633565924.01
2019,1,Asia Pacific,X7,ICE,6922,664019843.57
2019,1,Asia Pacific,i4,ICE,7316,902774224.44
2019,1,Asia Pacific,iX,ICE,7888,966887463.64
2019,1,Asia Pacific,i7,Hybrid,1322,84964375.82
2019,1,Asia Pacific,M3,Hybrid,9130,616965838.08
2019,1,Asia Pacific,M5,EV,3721,132575461.47
2019,1,Asia Pacific,Z4,Hybrid,593,28790321.65
2019,1,Asia Pacific,2 Series,ICE,5578,711156079.94
2019,1,Asia Pacific,4 Series,ICE,1285,141261633.76
2019,1,Asia Pacific,1 Series,ICE,7884,787903917.66
2019,1,Middle East & Africa,3 Series,Hybrid,6131,358202271.23
2019,1,Middle East & Africa,5 Series,Hybrid,5243,406723058.52
2019,1,Middle East & Africa,7 Series,Hybrid,3058,310172581.01
2019,1,Middle East & Africa,X3,Hybrid,4177,556898007.57
2019,1,Middle East & Africa,X5,Hybrid,6353,794490710.06
2019,1,Middle East & Africa,X7,EV,1260,102141275.34
2019,1,Middle East & Africa,i4,ICE,5381,611953748.09
2019,1,Middle East & Africa,iX,ICE,4348,154825422.55
2019,1,Middle East & Africa,i7,ICE,1743,181321197.57
2019,1,Middle East & Africa,M3,ICE,2539,112235402.52
2019,1,Middle East & Africa,M5,ICE,4265,345781286.87
2019,1,Middle East & Africa,Z4,Hybrid,3140,325647342.79
2019,1,Middle East & Africa,2 Series,EV,6804,624963480.75
2019,1,Middle East & Africa,4 Series,ICE,8117,1034508724.21
2019,1,Middle East & Africa,1 Series,ICE,872,81717738.44
2019,1,Latin America,3 Series,Hybrid,5211,203995174.95
2019,1,Latin America,5 Series,ICE,593,26677245.6
2019,1,Latin America,7 Series,ICE,3756,302138117.98
2019,1,Latin America,X3,Hybrid,4241,491601966.88
2019,1,Latin America,X5,EV,4878,636203161.23
2019,1,Latin America,X7,EV,3331,428980207.32
2019,1,Latin America,i4,ICE,2148,174965327.15
2019,1,Latin America,iX,ICE,1956,92408227.29
2019,1,Latin America,i7,ICE,2886,139844116.19
2019,1,Latin America,M3,ICE,3010,386820955.07
2019,1,Latin America,M5,Hybrid,6327,495810497.71
2019,1,Latin America,Z4,ICE,2784,405190190.29
2019,1,Latin America,2 Series,ICE,4953,664359149.76
2019,1,Latin America,4 Series,ICE,2377,256409620.67
2019,1,Latin America,1 Series,EV,6651,844800444.51
2019,2,Europe,3 Series,ICE,3544,128002784.02
2019,2,Europe,5 Series,EV,2472,199928001.37
2019,2,Europe,7 Series,Hybrid,3013,428179140.12
2019,2,Europe,X3,ICE,3245,327670206.66
2019,2,Europe,X5,ICE,7239,1010865960.7
2019,2,Europe,X7,ICE,2050,128814824.08
2019,2,Europe,i4,ICE,2260,143995843.28
2019,2,Europe,iX,Hybrid,1996,97376909.2
2019,2,Europe,i7,ICE,6158,220220688.74
2019,2,Europe,M3,EV,968,75201598.32
2019,2,Europe,M5,ICE,9315,1286913582.04
2019,2,Europe,Z4,EV,4270,524741014.91
2019,2,Europe,2 Series,ICE,3595,364232804.67
2019,2,Europe,4 Series,ICE,7166,1025169812.1
2019,2,Europe,1 Series,ICE,3371,384054471.41
2019,2,North America,3 Series,ICE,1633,143553956.46
2019,2,North America,5 Series,Hybrid,650,51112243.27
2019,2,North America,7 Series,ICE,3717,241105392.25
2019,2,North America,X3,Hybrid,2370,344196483.99
2019,2,North America,X5,ICE,2085,123455425.9
2019,2,North America,X7,Hybrid,3547,287548723.45
2019,2,North America,i4,ICE,4813,487208746.15
2019,2,North America,iX,ICE,1458,185851364.71
2019,2,North America,i7,Hybrid,7546,390671735.09
2019,2,North America,M3,EV,1780,64294246.99
2019,2,North America,M5,ICE,1903,252489736.03
2019,2,North America,Z4,ICE,6304,573420178.34
2019,2,North America,2 Series,ICE,7986,645398322.65
2019,2,North America,4 Series,Hybrid,946,60774174.59
2019,2,North America,1 Series,EV,1320,97000862.55
2019,2,China,3 Series,ICE,5381,689584977.71
2019,2,China,5 Series,ICE,3587,483338877.73
2019,2,China,7 Series,EV,2263,248329242.65
2019,2,China,X3,ICE,6722,486574544.31
2019,2,China,X5,ICE,7605,1044225299.21
2019,2,China,X7,ICE,2929,424729485.16
2019,2,China,i4,EV,6507,480214359.31
2019,2,China,iX,Hybrid,5241,730141534.1
2019,2,China,i7,ICE,3176,226896609.0
2019,2,China,M3,ICE,2883,232016235.79
2019,2,China,M5,EV,7923,608200828.37
2019,2,China,Z4,Hybrid,4247,238455939.07
2019,2,China,2 Series,ICE,6205,396744015.16
2019,2,China,4 Series,Hybrid,6070,328961850.12
2019,2,China,1 Series,ICE,1196,106941974.47
2019,2,Asia Pacific,3 Series,ICE,6877,845696205.88
2019,2,Asia Pacific,5 Series,ICE,2849,127338321.85
2019,2,Asia Pacific,7 Series,EV,3629,230262226.39
2019,2,Asia Pacific,X3,ICE,5226,499476877.67
2019,2,Asia Pacific,X5,ICE,857,114788648.8
2019,2,Asia Pacific,X7,ICE,4532,612514762.0
2019,2,Asia Pacific,i4,EV,5110,748601511.77
2019,2,Asia Pacific,iX,Hybrid,2081,182092688.67
2019,2,Asia Pacific,i7,Hybrid,8140,774910722.86
2019,2,Asia Pacific,M3,Hybrid,3529,318986110.65
2019,2,Asia Pacific,M5,ICE,1260,97102003.35
2019,2,Asia Pacific,Z4,ICE,2666,253753526.15
2019,2,Asia Pacific,2 Series,Hybrid,1604,142688254.82
2019,2,Asia Pacific,4 Series,ICE,5317,477800045.56
2019,2,Asia Pacific,1 Series,ICE,4546,471217591.63
2019,2,Middle East & Africa,3 Series,EV,5000,411748124.71
2019,2,Middle East & Africa,5 Series,Hybrid,3602,422218760.69
2019,2,Middle East & Africa,7 Series,Hybrid,7311,476989611.29
2019,2,Middle East & Africa,X3,ICE,2572,326631893.82
2019,2,Middle East & Africa,X5,Hybrid,6773,458788378.72
2019,2,Middle East & Africa,X7,Hybrid,6915,391527797.63
2019,2,Middle East & Africa,i4,ICE,1581,171131647.99
2019,2,Middle East & Africa,iX,Hybrid,3002,274921783.92
2019,2,Middle East & Africa,i7,ICE,1579,152407664.19
2019,2,Middle East & Africa,M3,ICE,1303,64341499.35
2019,2,Middle East & Africa,M5,ICE,544,28466771.88
2019,2,Middle East & Africa,Z4,ICE,3353,420326762.0
2019,2,Middle East & Africa,2 Series,ICE,3645,459320454.6
2019,2,Middle East & Africa,4 Series,ICE,8263,428024225.95
2019,2,Middle East & Africa,1 Series,ICE,3384,301402319.58
2019,2,Latin America,3 Series,ICE,7134,562739921.73
2019,2,Latin America,5 Series,ICE,7501,594467439.83
2019,2,Latin America,7 Series,EV,2804,108945728.62
2019,2,Latin America,X3,ICE,6257,698224302.77
2019,2,Latin America,X5,ICE,4035,286051548.37
2019,2,Latin America,X7,ICE,6267,756071727.48
2019,2,Latin America,i4,Hybrid,1448,157006352.41
2019,2,Latin America,iX,ICE,7036,785709417.77
2019,2,Latin America,i7,EV,2627,189982147.18
2019,2,Latin America,M3,ICE,2941,236803304.28
2019,2,Latin America,M5,ICE,898,102763898.58
2019,2,Latin America,Z4,Hybrid,1771,80208924.39
2019,2,Latin America,2 Series,ICE,1367,101046645.72
2019,2,Latin America,4 Series,EV,7243,303294397.0
2019,2,Latin America,1 Series,Hybrid,6562,310710965.66
2019,3,Europe,3 Series,ICE,3664,460508410.91
2019,3,Europe,5 Series,Hybrid,8216,980306135.79
2019,3,Europe,7 Series,ICE,3584,180971212.74
2019,3,Europe,X3,EV,4931,489588392.9
2019,3,Europe,X5,Hybrid,4274,241318903.55
2019,3,Europe,X7,ICE,6697,902629104.35
2019,3,Europe,i4,Hybrid,7974,342250515.71
2019,3,Europe,iX,ICE,3318,322790583.16
2019,3,Europe,i7,ICE,7414,582666337.93
2019,3,Europe,M3,ICE,702,53961790.66
2019,3,Europe,M5,Hybrid,3459,382922655.89
2019,3,Europe,Z4,ICE,3479,395112747.08
2019,3,Europe,2 Series,Hybrid,1892,136411316.68
2019,3,Europe,4 Series,Hybrid,1290,142896484.32
2019,3,Europe,1 Series,ICE,1474,56891214.03
2019,3,North America,3 Series,ICE,1902,191467494.43
2019,3,North America,5 Series,EV,6106,651855834.16
2019,3,North America,7 Series,Hybrid,901,94320884.77
2019,3,North America,X3,ICE,2400,340239426.56
2019,3,North America,X5,EV,4898,205620595.06
2019,3,North America,X7,Hybrid,7909,612495855.36
2019,3,North America,i4,Hybrid,7791,746669149.11
2019,3,North America,iX,Hybrid,7196,1033557165.5
2019,3,North America,i7,EV,1191,73326380.82
2019,3,North America,M3,ICE,2181,138728499.13
2019,3,North America,M5,Hybrid,2078,206109099.86
2019,3,North America,Z4,Hybrid,7329,558219053.47
2019,3,North America,2 Series,ICE,6056,284461073.17
2019,3,North America,4 Series,EV,5057,373277297.44
2019,3,North America,1 Series,ICE,5538,418214633.82
2019,3,China,3 Series,ICE,3612,297699156.49
2019,3,China,5 Series,Hybrid,8050,844988677.52
2019,3,China,7 Series,Hybrid,2257,221812207.24
2019,3,China,X3,Hybrid,4064,351383501.39
2019,3,China,X5,ICE,5806,393155900.49
2019,3,China,X7,ICE,1907,132940383.92
2019,3,China,i4,ICE,2211,157454237.2
2019,3,China,iX,Hybrid,6990,983478247.9
2019,3,China,i7,ICE,6042,318970474.91
2019,3,China,M3,ICE,3197,209319229.05
2019,3,China,M5,EV,2443,313372251.45
2019,3,China,Z4,ICE,4004,240261170.05
2019,3,China,2 Series,ICE,3562,195496047.33
2019,3,China,4 Series,EV,6769,874854365.18
2019,3,China,1 Series,ICE,5646,672104224.82
2019,3,Asia Pacific,3 Series,Hybrid,1283,180922529.95
2019,3,Asia Pacific,5 Series,ICE,8748,725209173.33
2019,3,Asia Pacific,7 Series,EV,8548,1034163073.67
2019,3,Asia Pacific,X3,EV,640,68929450.46
2019,3,Asia Pacific,X5,ICE,4326,420019641.1
2019,3,Asia Pacific,X7,ICE,5073,266929645.36
2019,3,Asia Pacific,i4,Hybrid,4392,533964529.74
2019,3,Asia Pacific,iX,Hybrid,1183,80828532.2
2019,3,Asia Pacific,i7,ICE,1567,140596388.0
2019,3,Asia Pacific,M3,Hybrid,5038,225622212.97
2019,3,Asia Pacific,M5,ICE,7518,921960801.33
2019,3,Asia Pacific,Z4,ICE,2199,241908846.49
2019,3,Asia Pacific,2 Series,ICE,6594,628332335.78
2019,3,Asia Pacific,4 Series,ICE,3010,217298939.59
2019,3,Asia Pacific,1 Series,EV,1138,93955483.21
2019,3,Middle East & Africa,3 Series,ICE,2031,209793916.32
2019,3,Middle East & Africa,5 Series,ICE,2819,212037811.05
2019,3,Middle East & Africa,7 Series,EV,7236,374601385.94
2019,3,Middle East & Africa,X3,ICE,6914,786925975.35
2019,3,Middle East & Africa,X5,ICE,7410,355107578.91
2019,3,Middle East & Africa,X7,ICE,6525,880265045.87
2019,3,Middle East & Africa,i4,EV,607,77387819.4
2019,3,Middle East & Africa,iX,ICE,3909,230772104.07
2019,3,Middle East & Africa,i7,ICE,2285,277149574.21
2019,3,Middle East & Africa,M3,Hybrid,6213,318447025.51
2019,3,Middle East & Africa,M5,Hybrid,651,90615706.01
2019,3,Middle East & Africa,Z4,ICE,2439,165026538.06
2019,3,Middle East & Africa,2 Series,Hybrid,5402,477917609.22
2019,3,Middle East & Africa,4 Series,EV,1051,69576928.97
2019,3,Middle East & Africa,1 Series,EV,5895,279467299.77
2019,3,Latin America,3 Series,ICE,8392,516816211.92
2019,3,Latin America,5 Series,ICE,5807,413908073.58
2019,3,Latin America,7 Series,EV,4448,257408642.31
2019,3,Latin America,X3,EV,5948,222878535.19
2019,3,Latin America,X5,ICE,4746,433510447.74
2019,3,Latin America,X7,Hybrid,646,48753622.88
2019,3,Latin America,i4,Hybrid,2893,426826276.39
2019,3,Latin America,iX,ICE,1085,147611956.89
2019,3,Latin America,i7,EV,8517,1222834409.74
2019,3,Latin America,M3,EV,2195,303294478.88
2019,3,Latin America,M5,Hybrid,1351,128186327.84
2019,3,Latin America,Z4,Hybrid,8243,504094214.09
2019,3,Latin America,2 Series,ICE,1782,126386599.92
2019,3,Latin America,4 Series,Hybrid,4399,258560403.89
2019,3,Latin America,1 Series,ICE,5403,314809451.9
2019,4,Europe,3 Series,ICE,6763,644092095.77
2019,4,Europe,5 Series,ICE,9397,485754661.3
2019,4,Europe,7 Series,EV,1767,175099335.27
2019,4,Europe,X3,EV,1388,182584583.03
2019,4,Europe,X5,ICE,829,112922374.7
2019,4,Europe,X7,ICE,3794,458106981.29
2019,4,Europe,i4,EV,6688,444662106.14
2019,4,Europe,iX,Hybrid,1277,48542339.81
2019,4,Europe,i7,EV,5387,539831031.29
2019,4,Europe,M3,ICE,2304,87551347.21
2019,4,Europe,M5,ICE,7115,660039535.57
2019,4,Europe,Z4,Hybrid,6869,385744458.97
2019,4,Europe,2 Series,ICE,4079,233420287.11
2019,4,Europe,4 Series,ICE,7984,1129137475.93
2019,4,Europe,1 Series,EV,2584,384106413.93
2019,4,North America,3 Series,Hybrid,981,142039375.49
2019,4,North America,5 Series,ICE,5759,416738500.2
2019,4,North America,7 Series,ICE,2567,318987466.16
2019,4,North America,X3,Hybrid,7281,516828763.02
2019,4,North America,X5,Hybrid,6987,675351746.79
2019,4,North America,X7,Hybrid,7058,669625247.87
2019,4,North America,i4,ICE,8389,1140440028.73
2019,4,North America,iX,ICE,4948,591506479.8
2019,4,North America,i7,Hybrid,5293,771180127.09
2019,4,North America,M3,ICE,4138,289758182.32
2019,4,North America,M5,EV,4022,276947955.56
2019,4,North America,Z4,EV,6429,330177728.55
2019,4,North America,2 Series,EV,3851,356508812.28
2019,4,North America,4 Series,ICE,6202,713559489.38
2019,4,North America,1 Series,ICE,3836,145249729.44
2019,4,China,3 Series,ICE,8659,504145861.31
2019,4,China,5 Series,ICE,2515,275609518.05
2019,4,China,7 Series,Hybrid,2037,100235850.51
2019,4,China,X3,ICE,4516,202363100.58
2019,4,China,X5,Hybrid,7275,682697944.97
2019,4,China,X7,EV,3800,152186958.47
2019,4,China,i4,ICE,3438,381088510.76
2019,4,China,iX,ICE,7109,877627601.69
2019,4,China,i7,ICE,2971,366599113.26
2019,4,China,M3,ICE,5316,735374613.35
2019,4,China,M5,EV,568,36413208.89
2019,4,China,Z4,ICE,7804,997798172.76
2019,4,China,2 Series,Hybrid,4366,448471885.86
2019,4,China,4 Series,ICE,3946,410936065.74
2019,4,China,1 Series,ICE,8144,865488081.36
2019,4,Asia Pacific,3 Series,Hybrid,6913,388901865.76
2019,4,Asia Pacific,5 Series,ICE,3026,403034053.66
2019,4,Asia Pacific,7 Series,Hybrid,7887,576364412.19
2019,4,Asia Pacific,X3,ICE,1413,78419472.42
2019,4,Asia Pacific,X5,Hybrid,5992,691970443.99
2019,4,Asia Pacific,X7,Hybrid,4815,420656938.82
2019,4,Asia Pacific,i4,Hybrid,727,50467515.13
2019,4,Asia Pacific,iX,ICE,4094,500372072.29
2019,4,Asia Pacific,i7,EV,1008,50876547.87
2019,4,Asia Pacific,M3,Hybrid,2717,224375727.54
2019,4,Asia Pacific,M5,ICE,2374,112930603.02
2019,4,Asia Pacific,Z4,Hybrid,5927,267201133.98
2019,4,Asia Pacific,2 Series,Hybrid,6382,947229337.19
2019,4,Asia Pacific,4 Series,ICE,6278,407196758.56
2019,4,Asia Pacific,1 Series,Hybrid,5583,278686671.4
2019,4,Middle East & Africa,3 Series,Hybrid,5274,486474963.23
2019,4,Middle East & Africa,5 Series,EV,8301,966962843.44
2019,4,Middle East & Africa,7 Series,EV,473,41842454.08
2019,4,Middle East & Africa,X3,EV,7485,950220004.45
2019,4,Middle East & Africa,X5,EV,3516,264437498.97
2019,4,Middle East & Africa,X7,EV,2000,116273041.95
2019,4,Middle East & Africa,i4,ICE,6347,441323789.06
2019,4,Middle East & Africa,iX,Hybrid,6049,688806378.84
2019,4,Middle East & Africa,i7,ICE,6824,992298140.75
2019,4,Middle East & Africa,M3,EV,2066,152600417.44
2019,4,Middle East & Africa,M5,Hybrid,4953,541115276.63
2019,4,Middle East & Africa,Z4,ICE,5796,779566638.6
2019,4,Middle East & Africa,2 Series,EV,4824,398484602.52
2019,4,Middle East & Africa,4 Series,Hybrid,7681,767857308.93
2019,4,Middle East & Africa,1 Series,Hybrid,5304,312671776.32
2019,4,Latin America,3 Series,Hybrid,8211,1038814845.33
2019,4,Latin America,5 Series,ICE,1678,64745485.59
2019,4,Latin America,7 Series,EV,5915,319921594.84
2019,4,Latin America,X3,Hybrid,2174,292247068.56
2019,4,Latin America,X5,Hybrid,7201,839864163.87
2019,4,Latin America,X7,ICE,1258,78409703.77
2019,4,Latin America,i4,ICE,2844,198416222.75
2019,4,Latin America,iX,ICE,6245,363717028.23
2019,4,Latin America,i7,ICE,4168,377230120.78
2019,4,Latin America,M3,ICE,2041,184913117.09
2019,4,Latin America,M5,EV,3415,175800547.71
2019,4,Latin America,Z4,EV,8569,808543944.67
2019,4,Latin America,2 Series,EV,2414,212015264.47
2019,4,Latin America,4 Series,Hybrid,4419,312701041.01
2019,4,Latin America,1 Series,ICE,7955,358084202.53
2019,5,Europe,3 Series,ICE,807,99350352.06
2019,5,Europe,5 Series,Hybrid,727,51541707.02
2019,5,Europe,7 Series,EV,2972,201962998.15
2019,5,Europe,X3,ICE,6982,338835387.95
2019,5,Europe,X5,ICE,2533,367802431.79
2019,5,Europe,X7,Hybrid,1273,95839823.8
2019,5,Europe,i4,ICE,1945,247910334.89
2019,5,Europe,iX,Hybrid,1734,182980751.6
2019,5,Europe,i7,ICE,3742,143446422.65
2019,5,Europe,M3,EV,841,34638254.98
2019,5,Europe,M5,ICE,2165,297680415.86
2019,5,Europe,Z4,Hybrid,6767,716464677.36
2019,5,Europe,2 Series,ICE,6832,834981712.56
2019,5,Europe,4 Series,EV,1351,164701001.19
2019,5,Europe,1 Series,ICE,1449,184414675.26
2019,5,North America,3 Series,Hybrid,1330,151240906.25
2019,5,North America,5 Series,Hybrid,4446,640030826.07
2019,5,North America,7 Series,ICE,8425,1179323793.04
2019,5,North America,X3,ICE,7260,529890810.71
2019,5,North America,X5,EV,3242,124753376.41
2019,5,North America,X7,ICE,3492,461862815.69
2019,5,North America,i4,ICE,3594,178443214.96
2019,5,North America,iX,ICE,7947,375915740.22
2019,5,North America,i7,Hybrid,1219,117347937.16
2019,5,North America,M3,ICE,3736,235459427.47
2019,5,North America,M5,ICE,4473,331816659.4
2019,5,North America,Z4,EV,5444,804207283.92
2019,5,North America,2 Series,Hybrid,3479,216246800.78
2019,5,North America,4 Series,Hybrid,1265,147839935.82
2019,5,North America,1 Series,EV,1533,135263442.43
2019,5,China,3 Series,Hybrid,7404,521420097.16
2019,5,China,5 Series,ICE,4982,640773245.88
2019,5,China,7 Series,Hybrid,3561,388767717.61
2019,5,China,X3,ICE,2590,354920848.67
2019,5,China,X5,EV,6470,789753675.62
2019,5,China,X7,Hybrid,4417,352688642.18
2019,5,China,i4,Hybrid,2000,271807831.1
2019,5,China,iX,ICE,8155,571039728.52
2019,5,China,i7,EV,4488,629390658.06
2019,5,China,M3,EV,4705,698403093.46
2019,5,China,M5,ICE,1769,74611491.97
2019,5,China,Z4,EV,832,82703695.07
2019,5,China,2 Series,EV,1605,215957818.97
2019,5,China,4 Series,ICE,6671,713127531.08
2019,5,China,1 Series,Hybrid,3843,375417522.75
2019,5,Asia Pacific,3 Series,Hybrid,4090,404392539.57
2019,5,Asia Pacific,5 Series,EV,3941,207851250.24
2019,5,Asia Pacific,7 Series,EV,5555,201837128.33
2019,5,Asia Pacific,X3,Hybrid,1857,168932504.01
2019,5,Asia Pacific,X5,ICE,1475,160565451.84
2019,5,Asia Pacific,X7,ICE,4904,563812437.4
2019,5,Asia Pacific,i4,EV,5290,495052563.19
2019,5,Asia Pacific,iX,Hybrid,4208,256520545.24
2019,5,Asia Pacific,i7,ICE,595,78767555.95
2019,5,Asia Pacific,M3,ICE,4475,633458230.93
2019,5,Asia Pacific,M5,Hybrid,916,91908876.52
